  0.150000006       0.00000000    
  0.250000000       0.00000000    
  0.349999994       0.00000000    
  0.450000018       0.00000000    
  0.550000012       0.00000000    
  0.650000036       0.00000000    
  0.750000000       0.00000000    
  0.850000024       0.00000000    
  0.949999988       0.00000000    
   1.05000007       0.00000000    
   1.14999998       0.00000000    
   1.25000000       0.00000000    
   1.35000002       0.00000000    
   1.45000005       0.00000000    
   1.55000007       0.00000000    
   1.64999998       0.00000000    
   1.75000000       0.00000000    
   1.85000002       0.00000000    
   1.95000005       0.00000000    
   2.04999995       0.00000000    
   2.15000010       0.00000000    
   2.25000000       0.00000000    
   2.35000014       0.00000000    
   2.45000005       0.00000000    
   2.54999995      0.168321937    
   2.65000010      0.779297769    
   2.75000000      0.434194922    
   2.85000014       1.61705089    
   2.95000005      0.754644394    
   3.04999995      0.705975115    
   3.15000010      0.220622137    
   3.25000000      0.310882986    
   3.35000014       9.75337327E-02
   3.45000005       0.00000000    
   3.54999995      0.173708573    
   3.65000010       8.21606442E-02
   3.75000000      0.155674830    
   3.85000014      0.295386612    
   3.95000005      0.350775570    
   4.05000019      0.800803304    
   4.15000010       1.33468509    
   4.25000000       1.51502156    
   4.34999990       1.73540282    
   4.45000029       2.59798265    
   4.55000019       1.63907254    
   4.65000010       2.53118610    
   4.75000000       2.28019142    
   4.84999990       3.11783171    
   4.95000029       2.32303047    
   5.05000019       2.23194289    
   5.15000010       1.89848185    
   5.25000000       1.82684958    
   5.34999990       1.37676239    
   5.45000029       1.25299823    
   5.55000019       1.03056884    
   5.65000010      0.651511490    
   5.75000000       1.15877235    
   5.84999990      0.735668659    
   5.95000029      0.525631666    
   6.05000019      0.657928526    
   6.15000010       1.36023772    
   6.25000000      0.728585899    
   6.34999990      0.895847857    
   6.45000029      0.763038635    
   6.55000019      0.969547927    
   6.65000010       1.01486695    
   6.75000000      0.840870738    
   6.84999990       1.00312781    
   6.95000029      0.951806903    
   7.05000019      0.947021067    
   7.15000010      0.984952748    
   7.25000000      0.728889763    
   7.34999990      0.790241659    
   7.45000029      0.769169807    
   7.55000019      0.518489778    
   7.65000010      0.673364401    
   7.75000000      0.710774541    
   7.84999990      0.603963137    
   7.95000029      0.519586623    
   8.05000019      0.472974151    
   8.15000057      0.840477765    
   8.25000000      0.514651775    
   8.35000038      0.486698776    
   8.44999981      0.689875543    
   8.55000019      0.613936365    
   8.65000057      0.541304231    
   8.75000000      0.643381178    
   8.85000038      0.461210787    
   8.94999981      0.614948273    
   9.05000019      0.694989800    
   9.15000057      0.666807294    
   9.25000000      0.434978634    
   9.35000038      0.513373256    
   9.44999981      0.551596582    
   9.55000019      0.528103054    
   9.65000057      0.611253679    
   9.75000000      0.449084699    
   9.85000038      0.451294959    
   9.94999981      0.685517490    
   10.0500002      0.563565493    
   10.1500006      0.340009511    
   10.2500000      0.448016465    
   10.3500004      0.388307929    
   10.4499998      0.451079756    
   10.5500002      0.462238789    
   10.6500006      0.434296995    
   10.7500000      0.483088642    
   10.8500004      0.539314568    
   10.9499998      0.419955492    
   11.0500002      0.439283907    
   11.1500006      0.396220207    
   11.2500000      0.544890642    
   11.3500004      0.399374217    
   11.4499998      0.442526042    
   11.5500002      0.500541210    
   11.6500006      0.524246514    
   11.7500000      0.388503045    
   11.8500004      0.459927529    
   11.9499998      0.505920529    
   12.0500002      0.444787025    
   12.1500006      0.481986642    
   12.2500000      0.415792853    
   12.3500004      0.394732714    
   12.4499998      0.600281000    
   12.5500002      0.465652287    
   12.6500006      0.424116403    
   12.7500000      0.525229037    
   12.8500004      0.404387832    
   12.9499998      0.483021796    
   13.0500002      0.584917963    
   13.1500006      0.430459231    
   13.2500000      0.330459893    
   13.3500004      0.448368400    
   13.4499998      0.471981198    
   13.5500002      0.465040475    
   13.6500006      0.517001867    
   13.7500000      0.434240848    
   13.8500004      0.473645508    
   13.9499998      0.489379346    
   14.0500002      0.382623196    
   14.1500006      0.453774542    
   14.2500000      0.420474619    
   14.3500004      0.318949848    
   14.4499998      0.435128361    
   14.5500002      0.403314322    
   14.6500006      0.448830605    
   14.7500000      0.417608231    
   14.8500004      0.421930641    
   14.9499998      0.352634817    
   15.0500002      0.459119439    
   15.1500006      0.362462819    
